name,latitude,longitude,category,description,place_id,price_egp
ضريح جمال عبد الناصر,30.0833742,31.2942979,historical,ضريح جمال عبد الناصر is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,611,
قبر محمد مرسي,30.0294477,31.3519114,historical,قبر محمد مرسي is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,612,
The pyramid complex of king Khufu,29.9806333,31.1338581,historical,"The pyramid complex of King Khufu at Giza stands as one of humanity's greatest architectural achievements. The site includes the Great Pyramid, boat pits, mortuary temple, and causeways connecting to the Nile valley temple. This 4,500-year-old monument continues to reveal new secrets to archaeologists through ongoing excavations.",618,400.0
Pyramid complex of Khufu (Cheops in Greek),29.9794364,31.1355056,historical,"The Khufu pyramid complex at Giza encompasses the Great Pyramid, three subsidiary pyramids, the Great Sphinx, and the Valley Temple. This UNESCO World Heritage site represents the pinnacle of ancient Egyptian architectural achievement. The complex took approximately 20 years to complete and required an estimated 2.3 million stone blocks.",620,400.0
The sanctuary // Dynasty 26 tomb shaft,29.9792063,31.1354453,historical,The sanctuary // Dynasty 26 tomb shaft is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,624,
متحف قصر عابدين,30.0434053,31.2478331,cultural,متحف قصر عابدين الموجود في قصر الحكم التاريخي بوسط القاهرة يضم مجموعات ملكية نادرة تشمل الأسلحة والأوسمة والهدايا الدبلوماسية. بُني القصر في 1874 في عهد الخديوي إسماعيل وشكّل المقر الرسمي لحكام مصر حتى ثورة 1952.,625,100.0
Ramses II,30.0470641,31.2335474,historical,"Ramses II is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",626,
Sphinx of Thutmosis III,30.0469477,31.2335511,cultural,"Sphinx of Thutmosis III is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",627,
Sphinx of Thutmosis III,30.0469513,31.2337049,cultural,"Sphinx of Thutmosis III is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",628,
Ramses II,30.0470677,31.2337012,historical,"Ramses II is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",629,
Auguste Mariette,30.0470017,31.232889,cultural,"Auguste Mariette is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",630,
Pyramids view guest house,29.9902273,31.1311026,other,Pyramids view guest house is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,631,
متحف أنور السادات,29.9981468,31.2169877,cultural,متحف الرئيس أنور السادات يوثّق حياة الزعيم المصري الذي حصل على جائزة نوبل للسلام ووقّع معاهدة السلام مع إسرائيل عام 1979. يعرض وثائق تاريخية نادرة وأغراضه الشخصية وصوراً من مسيرته السياسية وحرب أكتوبر 1973.,632,40.0
متحف تاريخ مصر الحديث,29.9981468,31.2168924,cultural,"متحف تاريخ مصر الحديث is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",633,
متحف بناة الأهرامات,29.998149,31.216811,cultural,"متحف بناة الأهرامات is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",634,100.0
متحف التحنيط,29.9981504,31.216728,cultural,متحف التحنيط في الأقصر هو المتحف الوحيد في العالم المخصص لعلم وفن التحنيط الفرعوني. يضم مومياوات بشرية وحيوانية وأدوات التحنيط وخامات العطور والأحجبة المستخدمة في الطقوس الجنائزية. يقدم رؤية علمية وروحانية فريدة عن تصوّر المصريين القدماء للموت والحياة الأخرى.,635,100.0
المتحف القبطى,29.9981511,31.2166442,cultural,"المتحف القبطي في القاهرة القديمة يحتضن أكبر مجموعة من الآثار القبطية في العالم. تأسس عام 1910 ويضم أكثر من 16,000 قطعة تشمل المخطوطات والأيقونات والمنسوجات والفخاريات التي توثّق تراث المسيحية المصرية.",636,100.0
متحف نابليون,29.9981525,31.2165645,cultural,"متحف نابليون is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",637,
متحف المخترعين,29.9981511,31.2164971,cultural,"متحف المخترعين is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",638,
Islamic Museum,29.9965532,31.218377,cultural,"The Museum of Islamic Art in central Cairo holds one of the world's most important collections of Islamic art and artifacts, spanning 1,400 years of Islamic civilization. The museum houses over 100,000 objects including rare manuscripts, metalwork, ceramics, and textiles from Egypt, Persia, Turkey, and across the Islamic world. Reopened after extensive restoration following a bomb attack in 2014.",639,100.0
مقبرة توت عنخ أمون,29.9965582,31.2182907,other,"مقبرة توت عنخ أمون is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",640,
متحف عبد الناصر,29.9965639,31.2182073,cultural,"متحف عبد الناصر is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",641,40.0
أحمد شوقى,30.0447126,31.2274919,cultural,"أحمد شوقى is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",642,
متحف التراث,29.9976227,31.2172423,cultural,"متحف التراث is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",644,
متحف الحياة اليومية لمصر الفرعونية,29.9976041,31.217422,cultural,"متحف الحياة اليومية لمصر الفرعونية is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",645,
Sakan Masr EMPC Compound - Main Gate,29.9556284,31.0250524,other,"Sakan Masr EMPC Compound - Main Gate is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",647,
El Waha Home,30.0382971,31.3764511,other,"El Waha Home is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",651,
SS Thistlegorm,27.814092,33.9200482,other,"SS Thistlegorm is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",653,
Shark Reef,27.7257079,34.259035,other,"Shark Reef is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",654,
Anemone City,27.7274421,34.2588554,other,"Anemone City is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",655,
Satellite Reef,27.7244542,34.2575222,other,"Satellite Reef is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",656,
Yolanda Reef,27.7247011,34.2583484,other,"Yolanda Reef is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",657,
Ras Ghozlani,27.7894435,34.2619429,other,"Ras Ghozlani is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",658,
Far Garden,27.9150053,34.3588754,other,"Far Garden is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",659,
Amphoras,27.8692787,34.3252798,other,"Amphoras is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",660,
Jackfish Alley,27.7441533,34.2569889,other,"Jackfish Alley is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",661,
Near Garden,27.9081038,34.3467116,other,"Near Garden is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",662,
Middle Garden,27.9129604,34.3511212,other,"Middle Garden is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",663,
Sinai Grand Casino,27.918536,34.3403121,other,"Sinai Grand Casino is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",666,
Dunraven,27.7033333,34.1216666,other,"Dunraven is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",668,
Ras Katy,27.8466578,34.3024876,other,"Ras Katy is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",669,
Ras Umm Sid,27.847261,34.31648,other,"Ras Umm Sid is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",670,
Animation Dessole Seti Sharm,27.8633049,34.2959938,other,"Animation Dessole Seti Sharm is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",672,
Mangrove trees,27.7292689,34.2467835,other,"Mangrove trees is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",674,
Turtle Bay,27.8644615,34.3229602,other,"Turtle Bay is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",675,
Pinky Wall,27.8795604,34.3220161,other,"Pinky Wall is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",676,
White island,27.7442598,34.1637749,other,"White island is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",686,
Old Quay Beach,27.7360188,34.2410701,other,"Old Quay Beach is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",689,
Shark & Yolanda Reef,27.7281718,34.2566574,other,"Shark & Yolanda Reef is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",690,
Shark Observatory Clifftop,27.7318843,34.2602631,other,"Shark Observatory Clifftop is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",691,
Ras Um Sid,27.8482308,34.310403,other,"Ras Um Sid is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",700,
King Tut Museum,27.9074779,34.3188138,cultural,"The King Tutankhamun Museum offers an immersive experience recreating the discovery of the famous boy pharaoh's tomb by Howard Carter in 1922. Featuring replica artifacts from the original Tutankhamun collection, it provides an accessible introduction to one of archaeology's most celebrated finds. The museum includes life-size reproductions of the nested coffins and funerary treasures.",704,150.0
Hollywood park sharm,27.9281335,34.3455117,other,"Hollywood park sharm is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",707,
Marsa Kharita,27.8246951,34.2667686,other,"Marsa Kharita is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",708,
Marsa Bareika,27.7866024,34.2177797,other,"Marsa Bareika is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",709,
Sharm,27.908208,34.3244795,other,"Sharm is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",710,
Shark Observatory,27.7310555,34.2597859,other,"Shark Observatory is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",711,
South Sinai Governorate,27.8955101,34.3039262,other,"South Sinai Governorate is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",717,
el Fanara Beach,27.8482533,34.3141824,other,"el Fanara Beach is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",718,
Old quay,27.7379401,34.238864,other,"Old quay is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",720,
Hidden bay,27.7342382,34.2457746,other,"Hidden bay is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",721,
Mangrove channel,27.7279086,34.2479521,other,"Mangrove channel is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",724,
Earthquake crack,27.728068,34.2581653,other,"Earthquake crack is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",726,
Earthquake crack,27.7279252,34.2576349,other,"Earthquake crack is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",727,
Earthquake crack,27.7299718,34.2566693,other,"Earthquake crack is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",728,
Amirati Beach,27.8618271,34.2895379,other,"Amirati Beach is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",730,
Dolphins,27.8607955,34.3028897,other,"Dolphins is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",734,
Compass,27.9025639,34.3127282,other,"Compass is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",736,
Mohamed Ali Pacha,27.8662583,34.296414,other,"Mohamed Ali Pacha is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",740,
Faraana atv safari,27.9442758,34.313349,other,"Faraana atv safari is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",741,
Pennut’s Tomb,22.7371389,32.2611775,other,Pennut’s Tomb is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,742,
حديقة حيوان دسوق,31.1248036,30.6448135,other,"حديقة حيوان دسوق is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",744,
نصب المصحف الشريف,31.1282526,30.6451251,other,"نصب المصحف الشريف is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",749,
كوم فرين,30.8646311,30.4843172,historical,كوم فرين is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,755,
Naucratis,30.8996243,30.5923303,other,"Naucratis is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",756,
Amphitheater,25.9663789,34.3621962,other,"Amphitheater is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",761,
Lake Rayan from Mt Medawara,29.1803327,30.3506529,other,"Lake Rayan from Mt Medawara is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",766,
Magic Lake from Mt Medawara,29.1715509,30.3500423,other,"Magic Lake from Mt Medawara is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",767,
Observation of a narrow Sandsea,28.9853081,30.4061646,other,"Observation of a narrow Sandsea is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",768,
الشاطئ المسحور,29.1545377,30.4169,outdoor,"الشاطئ المسحور is an outdoor natural or recreational area in Egypt, offering visitors the opportunity to experience the country's diverse landscapes from the Nile Valley to the desert and Mediterranean coast.",769,
Blue Hole Memorial,28.5732169,34.5384791,other,"Blue Hole Memorial is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",771,
The Bells,28.5734535,34.5392697,other,"The Bells is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",772,
Blue Hole,28.5723028,34.5373553,other,"Blue Hole is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",776,
Canyon,28.554359,34.5212059,other,"Canyon is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",777,
camel tomb,28.6961625,34.3954707,other,camel tomb is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,778,
tafoni,28.8999505,34.4373091,other,"tafoni is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",779,
Hadudah,28.7713253,34.4340271,other,"Hadudah is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",780,
Hedeide,28.7599078,34.4377742,other,"Hedeide is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",781,
Naqb Mehamed,28.9277289,34.4912286,other,"Naqb Mehamed is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",782,
Wadi Rum,28.9109012,34.4217753,other,"Wadi Rum is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",783,
White Canyon Entrance,28.8795771,34.4302315,other,"White Canyon Entrance is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",784,
Mushroom,28.8967052,34.4706156,other,"Mushroom is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",787,
Mushroom,28.8139185,34.4472427,other,"Mushroom is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",788,
Mushroom,28.9275448,34.4924907,other,"Mushroom is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",789,
Mushroom,28.9255425,34.4965278,other,"Mushroom is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",790,
Mushroom,28.791381,34.4258908,other,"Mushroom is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",791,
Cathedral,28.8946913,34.4316626,other,"Cathedral is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",792,
Saddle,28.5720833,34.5375978,other,"Saddle is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",798,
Blue and Bells view stp,28.5747696,34.5399879,other,"Blue and Bells view stp is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",799,
blue lagoon View STP,28.6356525,34.5785017,other,"blue lagoon View STP is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",800,
ship wreck,28.8769173,34.8323912,other,"ship wreck is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",803,
Blue hole,28.5725321,34.5375154,other,"Blue hole is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",805,
el-Hammam,25.5157525,30.5430379,historical,el-Hammam is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,806,
Ain el-Charab (Ain et-Turba),25.4809898,30.5559743,historical,Ain el-Charab (Ain et-Turba) is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,807,
Bab el-Mukhenig,26.8691308,33.0359623,historical,Bab el-Mukhenig is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,809,
Badr Museum,27.0619204,27.9684299,cultural,"Badr Museum in Farafra Oasis in the Western Desert is a unique artistic and cultural institution created entirely by local artist Badr Abdel Moghny. The museum showcases his paintings, sculptures, and pottery celebrating Bedouin life and desert culture. The building itself, constructed from mud-brick in traditional style, is itself a work of art.",811,50.0
العرابة المدفونة,26.175,31.911111,historical,العرابة المدفونة is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,812,
Tomb T Tomb of Pharaoh Den,26.1744336,31.9077693,other,Tomb T Tomb of Pharaoh Den is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,813,
Pyramid of Ahmose,26.175,31.93778,historical,"The pyramid of Ahmose I at Abydos is associated with the founder of the 18th Dynasty and the New Kingdom, who expelled the Hyksos and reunified Egypt around 1550 BCE. Unlike typical pyramids, it was a cenotaph rather than an actual burial place. Nearby at Abydos is a remarkable painted pyramid chapel and a large brick pyramid that stands as a monument to this transformative pharaoh.",815,
Mortuary temple of Senwosret III,26.1782655,31.9295357,historical,"The mortuary temple of Senwosret III at Dahshur dates to the Middle Kingdom's 12th Dynasty. Senwosret III was one of ancient Egypt's most powerful kings, famous for his military campaigns into Nubia and his administrative reforms. The complex once included a causeway, valley temple, and subsidiary pyramids for royal women.",817,100.0
al-Maḥāsna,26.2606441,31.8401232,historical,al-Maḥāsna is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,818,
Tomb of Anedjib (X),26.1750269,31.9071242,historical,Tomb of Anedjib (X) is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,819,
Tomb of Djet (Z),26.1748076,31.9076058,historical,Tomb of Djet (Z) is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,820,
Tomb of Djer (O),26.1752649,31.9079027,historical,Tomb of Djer (O) is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,821,
S 9 (Abydos),26.1713576,31.9250733,historical,S 9 (Abydos) is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,822,
Kom El Sultan,26.1925455,31.9111476,historical,Kom El Sultan is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,823,
Wadi Qabr Rijm-Shea 'leq,24.1194728,35.2754634,historical,Wadi Qabr Rijm-Shea 'leq is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,825,
نقطة لاما Lama point,23.5031616,25.5748104,other,"نقطة لاما Lama point is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",826,
Qift,25.9961949,32.8161441,historical,Qift is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,828,
Pyramid of Naqada,25.94056,32.70917,other,Pyramid of Naqada is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,829,
svu theater,26.1920215,32.7425499,other,"svu theater is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",830,
Pyramid of Nubt,25.9765548,32.7329707,other,Pyramid of Nubt is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,834,
Sunset view,29.1923655,25.4785569,other,"Sunset view is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",844,
قلعة المويلح,27.6821316,35.476073,historical,"قلعة المويلح is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",846,
جبل الكريستال Crystal Mountain,27.6617066,28.4300922,other,"جبل الكريستال Crystal Mountain is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",847,
Crystal Mountain,27.6437708,28.4300627,other,"Crystal Mountain is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",848,
East Abu Dabab 3,25.3441825,34.7774058,other,"East Abu Dabab 3 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",849,
Ras Shona,25.4684135,34.6819826,other,"Ras Shona is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",850,
Abu Dabab 6,25.3248029,34.7983978,other,"Abu Dabab 6 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",851,
Shaab Shona,25.4698771,34.6828121,other,"Shaab Shona is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",852,
Abu Dabab 4,25.34062,34.79488,other,"Abu Dabab 4 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",856,
Door to the sea,25.3414947,34.738897,other,"Door to the sea is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",869,
Chariot,25.3416492,34.7389895,other,"Chariot is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",870,
Concorde House Reef (Dive Spot),25.3813405,34.7183208,other,"Concorde House Reef (Dive Spot) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",871,
Hermes Bay (Dugong),25.3219566,34.7445343,other,"Hermes Bay (Dugong) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",872,
ProCenter Tommy Friedl El Naaba,25.3201422,34.7442929,other,"ProCenter Tommy Friedl El Naaba is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",874,
Dunes Viewpoint,26.541896,27.8632948,other,"Dunes Viewpoint is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",877,
Light House,28.4984313,34.5206951,other,"Light House is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",887,
Eel Garden,28.5053487,34.5212322,other,"Eel Garden is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",888,
Wadi Connection,28.4943621,34.4536865,outdoor,"Wadi Connection is an outdoor natural or recreational area in Egypt, offering visitors the opportunity to experience the country's diverse landscapes from the Nile Valley to the desert and Mediterranean coast.",897,
Residence Arabesque,28.501272,34.5172942,other,"Residence Arabesque is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",912,
Canyon,28.4826336,34.468533,other,"Canyon is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",913,
Bonduc,28.4837563,34.4691236,other,"Bonduc is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",914,
Canyon,28.5186708,34.5043039,other,"Canyon is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",918,
grotto,28.5133477,34.4940099,other,"grotto is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",919,
Maria Schroeder,28.1905701,34.4468801,other,"Maria Schroeder is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",921,
Mangroves,28.1823455,34.4420083,other,"Mangroves is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",923,
Asala square,28.5069406,34.5172595,other,"Asala square is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",924,
جبل الطويلات,28.4856776,34.4701454,other,"جبل الطويلات is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",926,
Dahabian Oasis,28.5027686,34.5168523,other,"Dahabian Oasis is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",928,
Welcome in Dahab,28.5231181,34.4724203,cultural,"Welcome in Dahab is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",937,
Nasyet Mekky,28.4946648,34.5175735,other,"Nasyet Mekky is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",938,
Street Art,28.5001401,34.5154531,cultural,"Street Art is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",939,
Blue Hole appartement,28.4933125,34.5158036,other,"Blue Hole appartement is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",944,
Doplhins,28.4862395,34.5094876,cultural,"Doplhins is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",952,
Dahab,28.4828199,34.5012163,cultural,"Dahab is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",953,
The Islands diving site,28.4774174,34.5124118,other,"The Islands diving site is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",957,
Family house,28.4910639,34.5138126,other,"Family house is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",961,
Gina Motel,28.4937174,34.5148856,other,"Gina Motel is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",963,
Dahab: Minicasa,28.5079922,34.5156299,other,"Dahab: Minicasa is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",967,
Eel Garden Villas Dahab,28.505566,34.5195327,other,"Eel Garden Villas Dahab is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",969,
Tangerine House Dahab,28.5058049,34.5151414,other,"Tangerine House Dahab is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",970,
Twin House Dahab,28.5029006,34.5199373,other,"Twin House Dahab is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",971,
